mk.names	chr	pos.ind	pos.cM	log10pval
S1_27527703	1	61	71.8976160417449	0.838106113582782
S1_30434648	1	62	73.1833900527722	0.495471794819084
S1_31744171	1	63	73.7626065980602	0.892955460151807
S1_42275014	1	64	78.4205152422237	1.3173931901762
S1_42953211	1	65	78.7204892964135	1.31739319018284
S1_45747234	1	66	81.7870829226376	0.508874064967807
S1_46296903	1	67	82.5201007573659	0.448427273852596
S1_47398173	1	68	86.7391005969062	0.94945356242774
S1_47563214	1	69	87.6025068751719	1.31393501964338
S1_49580072	1	70	91.0652776318668	0.332829695337848
S1_49751212	1	71	91.1150811895765	0.302184850732418
S1_49951229	1	72	91.1732882609942	0.128500554725877
S1_50005399	1	73	91.1890523063439	0.0841246640314756
S1_50773679	1	74	92.2626552304415	0.879149241536618
S1_51025171	1	75	93.2946271632722	0.0883510598938916
S1_51962953	1	76	97.1427205543696	0.21824067528293
S1_52201162	1	77	98.1201870429564	1.13395676436308
S1_52546635	1	78	99.5378004841428	1.11859397173519
S1_52728980	1	79	100.286034710647	1.11846574317842
S1_52794182	1	80	100.553584509306	1.07293127802495
S1_53232083	1	81	102.350466880748	0.657397824204309
S1_53387610	1	82	102.988656162305	0.585054940944044
S1_53562386	1	83	103.705831764441	0.684424760549307
S1_53790631	1	84	104.893179235576	0.840692790146741
S1_54059538	1	85	106.394938216999	0.647127207816944
S1_54073544	1	86	106.473157215738	0.0334672154507619
S1_54147699	1	87	106.88728900579	0.797193676126698
S1_54166471	1	88	106.992124579424	0.780796283996261
S1_54658615	1	89	109.740590302345	0.754039894643784
S1_54826620	1	90	110.820573475585	0.802009993911982
S1_55032126	1	91	112.225998892986	0.824053130582817
S1_55087219	1	92	112.602771846189	0.959738610410587
S1_55278866	1	93	113.913417593605	0.0723579530177938
S1_55522436	1	94	115.579157128784	0.865880526660473
S1_55534315	1	95	115.660395868934	0.880578370362847
S1_55555614	1	96	115.806056608597	0.887172239035638
S1_55948577	1	97	118.493472977453	1.42515247188728
S1_56700495	1	98	123.635729986987	1.91276708849701
S1_57171506	1	99	125.849603528204	1.50512340490468
S1_57899205	1	100	129.061796635808	0.0657764579131472
S1_58059874	1	101	129.800346760142	0.134286096211194
S1_58064651	1	102	129.822305283217	0.134286096210595
S1_58535343	1	103	131.985943789234	0.0496557886749949
S1_58566177	1	104	132.127678999721	0.0496557886748162
S1_59638668	1	105	135.562080661405	0.179497257408209
S1_60059960	1	106	136.536409394232	0.117769868858851
S1_60455872	1	107	137.37516748393	0.137986044677254
S1_60488338	1	108	137.431283415059	0.137986044677724
S1_60492502	1	109	137.438480690277	0.137986044677562
S1_61358374	1	110	138.93509910704	0.0483491786592327
S1_61387518	1	111	138.985473119756	0.0483491786589969
S1_62006301	1	112	140.055009995622	0.164759698187011
S1_62139027	1	113	140.284420550511	0.0667666029156794
S1_62314870	1	114	140.588356781569	0.0667666029156789
S1_62807239	1	115	141.439393093222	0.0239430017036913
S1_63726977	1	116	143.094311249966	0.365173039703143
S1_63860710	1	117	143.510675289836	0.0518261070196505
S1_63926817	1	118	143.716492684074	0.0518261070200358
S1_64118447	1	119	144.298632531053	0.0518394320796311
S1_64241693	1	120	144.648745530344	0.312910690017827
S1_64264160	1	121	144.712569011472	0.05183943207884
S1_64442291	1	122	145.218597431679	0.00378586600032265
S1_65062431	1	123	146.980269821701	0.0392175652740892
S1_65208402	1	124	147.39493921965	0.0392175652735125
S1_65506707	1	125	148.242353807171	0.0121142162139904
S1_65620854	1	126	148.566618680109	0.0286124044788469
S1_65753016	1	127	148.942059945646	0.262332554978532
S1_65764405	1	128	148.974413425263	0.262332477602115
S1_65924556	1	129	149.429364879668	0.334726902412101
S1_66067142	1	130	149.834418286001	0.222112466413326
S1_66256472	1	131	150.372260440358	0.222112466412749
S1_66257501	1	132	150.375183588178	0.222112466413078
S1_66353620	1	133	150.648235138565	0.312888458184812
S1_66633038	1	134	151.441996185869	0.0481769427628036
S1_67379507	1	135	153.562539655581	0.644018778954765
S1_67741885	1	136	154.59197061851	0.0935374509826201
S1_67742231	1	137	154.592953523414	0.124770985295747
S1_68199054	1	138	156.05479506416	0.0485831087151606
S1_68248809	1	139	156.358415576162	0.0485831087143814
S1_68332651	1	140	156.870045582539	0.234883842693179
S1_68409002	1	141	157.335963172969	0.0195103262131482
S1_68468156	1	142	157.696939311387	0.0807837851385592
S1_69322581	1	143	162.952476679979	0.314919583354614
S1_69574118	1	144	164.534242450208	0.627909978065434
S1_69661822	1	145	164.923377735423	0.627909978066687
S1_70494660	1	146	168.219022339763	1.07343617847361
S1_70775581	1	147	169.330662031871	0.312488306940763
S1_71291891	1	148	171.373765571415	0.161620616280637
S1_71451508	1	149	172.005390094804	0.628005461000488
S1_71500355	1	150	172.198683810975	0.55730027567336
S1_72238937	1	151	174.775493909356	0.452542225943678
S1_72456822	1	152	175.512063691773	0.171179523026575
S1_72799309	1	153	176.669855990786	0.0868413971953981
S2_239937	2	1	0.735646556753299	0.716403140329708
S2_320245	2	2	1.07208719776142	0.716403140356813
S2_359530	2	3	1.23666694799806	0.716403140357096
S2_887548	2	4	3.93557050786034	0.77018888076263
S2_1015542	2	5	4.66523501918148	0.883168247050906
S2_1595777	2	6	7.32190313958623	1.41203165767406
S2_1615180	2	7	7.3993825160925	1.41203165767182
S2_1815372	2	8	8.1987821626184	1.58040283572966
S2_1923802	2	9	8.89256898088145	1.46767059225914
S2_2350151	2	10	11.6217556238081	1.18409708288752
S2_2723024	2	11	13.7964416906074	1.56553245228473
S2_2801214	2	12	14.2488894096407	1.6201586167714
S2_3136499	2	13	16.1890215681788	0.106873731495925
S2_4146385	2	14	22.0327434914899	0.422729881248144
S2_4207191	2	15	22.3845984090438	1.01901561867479
S2_4280985	2	16	22.8116086018862	0.79840959045781
S2_4350340	2	17	23.2129324483315	0.395083902707182
S2_4393023	2	18	23.4599183287701	0.365699355949981
S2_4717399	2	19	25.336925379661	0.901496481661628
S2_5597192	2	20	30.4278620220896	0.742381781264941
S2_5838483	2	21	31.8240963560616	0.53902275083704
S2_6020304	2	22	32.8762065584195	0.80579536733294
S2_6054309	2	23	33.0729770493483	0.80579536733294
S2_6459292	2	24	35.4164178294644	0.462990203625859
S2_6459752	2	25	35.4190796270185	0.462990203620758
S2_7044197	2	26	38.800980217253	0.293024576380804
S2_7131612	2	27	39.306808550279	0.0969713428565227
S2_7423160	2	28	40.9938558400696	0.0561909182806186
S2_7450840	2	29	41.1540266146296	0.0969713423371747
S2_7741515	2	30	42.8360222755838	0.342230929888745
S2_8407965	2	31	46.5535167414314	1.07765014137317
S2_8507799	2	32	47.0154209477906	0.622216473671869
S2_8729624	2	33	48.0417436492313	0.664003187009901
S2_9316003	2	34	50.8160576264976	0.432627451664359
S2_9368890	2	35	51.1572343935483	0.613937118552338
S2_9509890	2	36	52.0668326720316	0.539410901958765
S2_9510658	2	37	52.0717870796761	0.539410901958763
S2_11554727	2	38	60.7031085893071	0.924098911077717
S2_11825062	2	39	61.2359047122824	0.861667895677965
S2_12090562	2	40	61.759171661253	0.86166789566462
S2_14136059	2	41	65.7905877603806	0.847144149686922
S2_14902498	2	42	67.3011421750775	0.0292042426403712
S2_15573601	2	43	68.6238013813109	0.513504679086049
S2_16399296	2	44	70.251141883873	0.453372047898099
S2_16864878	2	45	71.1687451706361	0.266611649614784
S2_17223726	2	46	71.8759892312922	0.266611649614727
S2_20216806	2	47	73.1948640227334	0.869211888246451
S2_20555295	2	48	73.2353058609067	0.869211888246464
S2_23343839	2	49	73.5684742805223	0.507817121145788
S2_29154435	2	50	74.2627100847071	0.507817121145206
S2_29752235	2	51	74.3341337671903	0.507817121145363
S2_40902628	2	52	75.6663554620615	0.292456781273659
S2_42423541	2	53	75.8480704289341	0.601771163223298
S2_45960074	2	54	76.2706067455669	0.762050762736557
S2_50031531	2	55	76.7570544739236	0.825534537399474
S2_54252728	2	56	78.1344256239858	0.675956241828814
S2_54979337	2	57	78.9764125262421	0.802985352449382
S2_56210301	2	58	82.2847570254369	1.25046679117421
S2_56718054	2	59	83.8562709505373	0.652272673730779
S2_56723114	2	60	83.8886126986803	0.652272673730806
S2_57129839	2	61	86.4882564760397	1.49870087924968
S2_57414700	2	62	88.3089882384403	2.39222706578229
S2_57818206	2	63	90.888057294995	2.89438667456225
S2_58167537	2	64	93.1208587219758	1.14619723251119
S2_58651554	2	65	96.2145258980436	1.10406610468139
S2_58830631	2	66	97.3591233747618	2.40773710527881
S2_59002688	2	67	98.458851469669	1.45146663739634
S2_60825062	2	68	110.243708489891	1.85487851021941
S2_60958217	2	69	111.164272011999	1.88446498326035
S2_60999158	2	70	111.447316517714	1.7774741964898
S2_61043915	2	71	111.756742837109	1.77747419644078
S2_61306680	2	72	113.573361618879	1.57144764866663
S2_61701783	2	73	116.184148550783	1.08025792043211
S2_61930266	2	74	117.637077772286	0.967508894802006
S2_62339499	2	75	120.010450974957	1.31488366990988
S2_62934973	2	76	121.827258287951	0.879458596271023
S2_63376716	2	77	123.175028153409	1.00082352693769
S2_64179959	2	78	124.978010221978	0.909991605916414
S2_64799664	2	79	125.87017973787	0.671302915652849
S2_65204747	2	80	126.685845120311	0.609775757755514
S2_65791761	2	81	128.304221514799	0.500825604982628
S2_66037597	2	82	128.981982486966	0.936549166418784
S2_66550632	2	83	130.396401450647	0.706572926064499
S2_66599932	2	84	130.532319769883	0.437729524278271
S2_66677916	2	85	130.747318841026	1.27422921759852
S2_67097571	2	86	131.904292517682	0.915981891120854
S2_67651093	2	87	133.430332677934	0.856260425994773
S2_67692237	2	88	133.543765199773	0.856260425994773
S2_67721219	2	89	133.623667526915	0.856260425994773
S2_67804684	2	90	133.853777517078	0.856260425994844
S2_67815023	2	91	133.882281766624	0.856260425994777
S2_67953532	2	92	134.264146076545	0.870716291164741
S2_68175602	2	93	134.907656975018	1.50928441004189
S2_68204910	2	94	134.992836536967	1.51803654043401
S2_68384967	2	95	135.516146772596	1.63999822705597
S2_68532720	2	96	135.945569995493	0.676124385944479
S2_68803538	2	97	136.732664256714	0.948141766343163
S2_69513053	2	98	138.897301551731	1.36839313308647
S2_69756905	2	99	140.36713940027	1.38589691684589
S2_69775924	2	100	140.481777976297	1.8063615341337
S2_70071595	2	101	142.263959080063	1.69154754894164
S2_70207058	2	102	143.080473377574	1.70046037099657
S2_70884528	2	103	146.953174906009	1.74978363796714
S2_71087273	2	104	147.468845567306	1.74978363796714
S2_71257152	2	105	147.90092338067	1.62237975803709
S2_71292499	2	106	147.990826514482	1.4566788370282
S2_71441038	2	107	148.368627221569	1.45667883702684
S2_71657677	2	108	148.91963650117	1.37210198755238
S2_71761150	2	109	149.182814337055	1.37210198755215
S2_71812245	2	110	149.312771635331	1.37210198755135
S2_71991333	2	111	149.768272029374	0.716563302274996
S2_72423328	2	112	150.867027349243	1.3560171926124
S2_72584775	2	113	151.277658838328	1.02963379223662
S2_72685975	2	114	151.535055424795	0.918911489850814
S2_73821791	2	115	155.565063087256	1.04300807436043
S2_73952422	2	116	156.084578511618	1.04300807433357
S2_74413458	2	117	157.982287362396	1.82046181401351
S2_74644690	2	118	159.171636057225	0.830354651590305
S2_74738945	2	119	159.656439463462	1.28834490977989
S2_74819567	2	120	160.071121127221	1.6211246686423
S2_74853165	2	121	160.243933443202	1.64079885420949
S2_74981707	2	122	160.905093057488	1.43484586138889
S2_75280978	2	123	162.444402379944	1.49375784112499
S2_75861837	2	124	165.432067986475	1.37817732862757
S2_76696934	2	125	169.727414335618	1.47137765362878
S2_76842190	2	126	170.474542907857	1.50490394854031
S3_864344	3	1	3.31696827041796	0.465928507440383
S3_1188268	3	2	4.67554346256635	0.316511496940644
S3_1612815	3	3	6.75569352219175	0.985466637625577
S3_1925604	3	4	8.28826366636935	0.553503992992047
S3_2053526	3	5	8.91504222310724	0.32849682086368
S3_2279295	3	6	10.0212410628389	0.970066967988038
S3_2480144	3	7	11.0053395474018	0.887474953722084
S3_2511972	3	8	11.1612869833694	0.912716371662387
S3_2701286	3	9	12.088867506581	0.86915034380325
S3_2877263	3	10	12.9511008212498	0.77049650222121
S3_2965312	3	11	13.3825139100244	0.835552968668791
S3_4558141	3	12	20.4353520819623	0.35586269213139
S3_5102377	3	13	22.4095882230113	0.27433819921486
S3_5224331	3	14	22.8519808511092	0.415504449471794
S3_5604744	3	15	24.231943023999	0.323475440207307
S3_6188219	3	16	26.3485200832133	0.374850003521716
S3_6642629	3	17	27.9969090998422	0.516634836178363
S3_6779771	3	18	28.6059695479593	0.0870343567371716
S3_6931291	3	19	29.7566132267876	0.25759218517854
S3_7330931	3	20	32.7914814937288	0.0858103956486367
S3_7433944	3	21	33.449192928792	0.145573641932428
S3_7508911	3	22	33.7664788390385	0.129535731809772
S3_7657299	3	23	34.3945074602939	0.156506678617351
S3_7692949	3	24	34.5453904181325	0.156506678636533
S3_7707914	3	25	34.6087274016964	0.189936529703891
S3_7874841	3	26	35.3152193933689	0.189046654503082
S3_7948040	3	27	35.6250225246685	0.769395873283672
S3_7960292	3	28	35.676877167009	0.769395873299618
S3_8005248	3	29	35.8671462905038	0.769395873310229
S3_8084317	3	30	36.2017932636691	0.248304574995772
S3_8200765	3	31	36.6946409123196	0.54491505957505
S3_8326061	3	32	37.2249363144331	0.81582777769679
S3_8410783	3	33	37.5835087114598	0.503225815214993
S3_8713533	3	34	38.8766875768691	0.278184383650466
S3_8723362	3	35	38.9186742466086	0.766434688047594
S3_9620617	3	36	42.7928335903196	0.611528647033007
S3_9777799	3	37	43.9337069374243	0.53853944720434
S3_10231153	3	38	47.2242840735043	0.194626804732172
S3_10413437	3	39	48.0593376048902	0.278184383650491
S3_10949549	3	40	49.7295360864486	0.470362707726322
S3_11372208	3	41	51.1297430104398	0.151448602569114
S3_12324006	3	42	54.7941896049674	0.104309000986329
S3_12335263	3	43	54.8375293423009	0.104308993506189
S3_12384140	3	44	55.0257070398804	0.0895306777531568
S3_12469475	3	45	55.3542489680458	0.29817274588198
S3_14161518	3	46	61.5582322526163	0.357062389064338
S3_14191041	3	47	61.5781295778393	0.357062389064338
S3_14961414	3	48	62.0973302730262	0.285923129666719
S3_15625725	3	49	62.5450494078093	0.315643157199725
S3_17369070	3	50	63.719994448654	0.459569440658522
S3_21015030	3	51	66.1772261618937	0.459569438204216
S3_21341323	3	52	66.3971346379626	0.459569438202228
S3_21677918	3	53	66.6239862513972	0.459569438202706
S3_22847214	3	54	67.4120451476452	0.459569438202224
S3_23458101	3	55	67.8237586358913	0.459569438203636
S3_25861668	3	56	69.4436669885053	0.186267054738518
S3_27331335	3	57	70.3939934519149	0.459569438202335
S3_33291164	3	58	70.5507951888854	0.524236090479069
S3_42069336	3	59	70.7817468851548	0.415921612489977
S3_45964617	3	60	71.3349945560812	0.448348774395446
S3_46902618	3	61	71.6468138257904	0.459569438202228
S3_50671111	3	62	76.3910047234453	0.349158467477648
S3_51446043	3	63	78.129846963293	0.420307277625753
S3_51849926	3	64	79.0361056032206	0.238664906845735
S3_51871058	3	65	79.0835229433388	0.238664763911045
S3_51938185	3	66	79.234146821349	0.164639527933119
S3_51968827	3	67	79.302903310839	0.164639527933115
S3_52009954	3	68	79.3951867173807	0.172223477432747
S3_52450636	3	69	80.3840173192149	0.161452679211533
S3_53209811	3	70	82.5805270859545	0.173365038074524
S3_54110277	3	71	85.2255505944496	0.450341972014588
S3_54756995	3	72	87.1468199819469	0.314786671104443
S3_56309648	3	73	95.9057281495205	0.069821748760902
S3_56678699	3	74	98.3338463819833	0.13440900957652
S3_57010955	3	75	100.519877178391	0.129612917918022
S3_57017145	3	76	100.56060339742	0.129612917917246
S3_57062382	3	77	100.858233764177	0.170953700841099
S3_57203763	3	78	101.788429817904	0.603798551708128
S3_57327496	3	79	102.602513381577	0.314402221441691
S3_57359897	3	80	102.815691123543	0.114208282701178
S3_57705954	3	81	105.092523624122	0.0652593588710615
S3_57840534	3	82	105.919688282245	0.158124821882447
S3_57843483	3	83	105.935131370861	0.121378811762676
S3_58096479	3	84	107.260000698587	0.0469698214447288
S3_59243960	3	85	113.066584643171	0.134320964640746
S3_59243981	3	86	113.066682083039	0.134320964640744
S3_59302355	3	87	113.337537074961	0.134320964639725
S3_59569295	3	88	114.576136991768	0.0243570005148724
S3_60275948	3	89	117.85500245596	0.308373602991319
S3_60868483	3	90	120.604361119724	0.313500167855464
S3_61327351	3	91	121.912921695737	0.21337256670676
S3_61402596	3	92	122.087487636297	0.182130033787651
S3_61405502	3	93	122.094229461312	0.18213003378765
S3_62404529	3	94	124.411939447354	0.299901751259659
S3_62407789	3	95	124.419502540798	0.299901751259665
S3_62441685	3	96	124.498140152882	0.299901751259659
S3_63071338	3	97	125.958914532194	0.0953083369830505
S3_63771409	3	98	127.58305636984	0.421062534983429
S3_64378003	3	99	128.990334622853	0.187099015468624
S3_64914217	3	100	130.249945899004	0.134005553278469
S3_65138275	3	101	130.826913875448	0.281667416249767
S3_65707360	3	102	132.29235505976	0.141539870373304
S3_65765669	3	103	132.442505582118	0.141539870373298
S3_65903342	3	104	132.797025002183	0.396269852904765
S3_66117269	3	105	133.346858226029	0.430760020875353
S3_66258910	3	106	133.709141362517	0.108237281061611
S3_66773110	3	107	135.024339566302	0.0979760430077797
S3_66845101	3	108	135.2084749881	0.111083833046608
S3_66881436	3	109	135.301411057206	0.27603886487706
S3_67211263	3	110	136.145028089411	0.111082172270685
S3_67570498	3	111	137.063863613986	0.119196253017153
S3_68072189	3	112	138.347066846298	0.363368449175881
S3_68200686	3	113	138.675730836169	0.141704676352058
S3_68504510	3	114	139.452838535638	0.577159987088257
S3_69214403	3	115	141.816425135479	0.635270184985911
S3_69597851	3	116	143.347598637725	0.163940737064793
S3_69760827	3	117	143.998389703794	0.356841758905524
S3_69914381	3	118	144.611557111015	0.871356802386758
S3_70668638	3	119	147.683494151135	1.10884320244635
S3_70748393	3	120	148.084746636041	1.35574498199421
S3_70836082	3	121	148.525915580294	0.994986805761811
S3_70906601	3	122	148.880701160923	0.411899673373806
S3_71084325	3	123	149.774841924856	1.20035217754774
S3_71440989	3	124	151.569241226173	1.1909967100051
S3_71454022	3	125	151.634811079296	1.19099671000506
S3_71691801	3	126	152.831092373365	2.36586614494156
S3_71793128	3	127	153.340874964275	2.79325201048445
S3_71819433	3	128	153.473217094743	1.09595263449078
S3_71900772	3	129	153.88243878454	1.20658745793039
S3_72146437	3	130	155.143118261217	2.86555296353502
S3_72146643	3	131	155.144177415354	2.86555296353502
S3_72237591	3	132	155.611788825246	3.00370898048682
S3_72422287	3	133	156.561407914851	3.29855647728297
S3_72460418	3	134	156.757459402191	2.85900597598785
S3_72682468	3	135	157.899135014261	1.45124685247591
S3_72724091	3	136	158.113140706678	1.68251740492738
S3_72927543	3	137	159.159194237985	1.45605168809652
S3_73190988	3	138	160.451109704031	0.315233986905488
S3_73254172	3	139	160.684106070906	1.2790262742764
S3_73504795	3	140	161.608299671429	2.0402114739246
S3_73773897	3	141	162.600636154065	0.65789233938834
S4_518538	4	1	1.80595165981309	0.206900056220132
S4_2281818	4	2	8.60105235882204	0.59900953971579
S4_2869689	4	3	10.7993243514	0.840818093556736
S4_3099564	4	4	11.6589139115141	0.909236936521345
S4_3130471	4	5	11.7744868730561	0.909236936521985
S4_3670902	4	6	13.7953627645712	0.591577044937168
S4_3831164	4	7	14.3946429911422	0.491131158336163
S4_4247711	4	8	15.9522697556745	0.645910181648789
S4_4558389	4	9	17.114012291214	0.563317642224896
S4_4630054	4	10	17.3819948287913	0.88604680668509
S4_4756226	4	11	17.8537996530598	0.497434570762236
S4_4933903	4	12	18.5182011507103	0.368816525136481
S4_5373498	4	13	20.0490110240812	0.957487676802773
S4_5469490	4	14	20.3729712672672	0.95748767680277
S4_6112868	4	15	22.544286515835	1.47388810438831
S4_6766267	4	16	25.5251455146263	0.890964637415576
S4_6791790	4	17	25.6818659851935	0.890964637355539
S4_7980358	4	18	32.3153019920216	0.865619452746511
S4_8759185	4	19	36.3712792983963	0.616959044605296
S4_9835711	4	20	41.8502721371714	0.0799053881671522
S4_10312807	4	21	44.2672132267112	0.444507913072058
S4_11075519	4	22	48.131068661016	0.275629157550686
S4_12456643	4	23	55.1277639704498	0.0987293708297144
S4_13011269	4	24	57.9374676123313	0.0987293708297303
S4_13309050	4	25	59.304593572951	0.0860105292106898
S4_13908419	4	26	59.3432575015595	0.0860105292106921
S4_14707376	4	27	59.3947963973138	0.0860105292106898
S4_22685111	4	28	59.9094219059703	0.141248810857328
S4_34118738	4	29	60.6469791337628	0.264948393589709
S4_37902443	4	30	60.8910573226512	0.213174154924246
S4_39295508	4	31	60.9809207718904	0.213174154924245
S4_43108567	4	32	61.2268925204396	0.0973116728287722
S4_43241984	4	33	61.235498947137	0.0973116728287721
S4_47760831	4	34	61.8509215908057	0.0409112442645113
S4_47941778	4	35	62.0186205076324	0.0409240800555199
S4_48445544	4	36	62.7276490305737	0.0535934246132651
S4_50078008	4	37	66.4882222412775	0.120515811037323
S4_50266230	4	38	67.7034143374689	0.013435078089492
S4_50344117	4	39	68.2062655811921	0.212581132124449
S4_50462556	4	40	68.9709271865349	0.536304821855603
S4_50524468	4	41	69.3706412107159	0.536304821855571
S4_51327034	4	42	74.5521389095608	0.438990509640294
S4_51377481	4	43	74.8778330137387	1.38872172894938
S4_51414196	4	44	75.1148710741762	0.476999153691913
S4_51702666	4	45	76.9772806967939	0.0140772529810839
S4_52111692	4	46	79.3724372630659	0.0105888406916966
S4_52207331	4	47	79.7434346277421	0.000494319518861384
S4_52289086	4	48	80.0605739699467	0.0167037367691837
S4_52519450	4	49	80.9541888855801	0.00531262112930784
S4_52814501	4	50	82.0987339293915	0.387531668011067
S4_53692248	4	51	85.5036401272025	0.54549252304834
S4_53777496	4	52	85.8343293161726	0.545492522957832
S4_54163366	4	53	87.3311742550324	1.07460079396191
S4_54584296	4	54	88.9640219501479	1.34018790184995
S4_54990006	4	55	90.5378290876418	0.436766988721549
S4_55719494	4	56	93.3093762241741	0.981545525719395
S4_55937022	4	57	93.967641468137	0.981545525720921
S4_56120807	4	58	94.5237964360571	0.980524108737675
S4_57094537	4	59	98.0416686747263	1.35487109584226
S4_57100335	4	60	98.0643079145414	0.275293296410219
S4_57153196	4	61	98.2707123394929	1.80712594639499
S4_57231239	4	62	98.575444004359	0.275293296409178
S4_57344604	4	63	98.9278842768727	0.198911348254722
S4_57430384	4	64	99.1225010308247	0.163437883838414
S4_57516330	4	65	99.3174944038156	2.21873013776667
S4_58123182	4	66	102.785390755746	2.04871607092684
S4_58236768	4	67	103.325120762446	1.37110704565115
S4_58274949	4	68	103.506546566557	2.21186927203442
S4_58824987	4	69	105.560814678071	2.15481076264869
S4_59050365	4	70	106.09565182041	0.050169461563084
S4_59440407	4	71	107.021247702315	0.0909590571487057
S4_59587518	4	72	107.370351993092	0.0909590571487264
S4_59943473	4	73	108.215057132907	0.0439382999142782
S4_60082334	4	74	108.544583619175	0.04284048095933
S4_60660427	4	75	109.98145965729	0.359461802159577
S4_60665543	4	76	110.00054519656	0.359461802182881
S4_61113510	4	77	111.671712469866	1.04818145286208
S4_61704639	4	78	113.748426985096	0.609714927245832
S4_61744542	4	79	113.868908534165	0.609714927245948
S4_62202164	4	80	115.603634137858	0.673298906175885
S4_62252006	4	81	115.87273964812	0.621222687931016
S4_62527347	4	82	117.359352952177	0.488087506347568
S4_62958009	4	83	119.684570986367	0.932187826290664
S4_63984116	4	84	125.224698746441	0.490302571869378
S4_63984534	4	85	125.226955600165	0.490302571869626
S4_64008481	4	86	125.356249562169	0.480716372950771
S4_64052036	4	87	125.59141048066	0.480716372950347
S4_64277272	4	88	126.807498292329	0.239404158910295
S4_64341842	4	89	127.15612280173	0.480716373002821
S4_64361203	4	90	127.260656162834	0.379084698415694
S4_64704717	4	91	129.115347191522	0.21620685964672
S4_64798089	4	92	129.619478640985	0.735634740715154
S4_65429659	4	93	133.029433440464	0.175110808233391
S4_65543651	4	94	133.64489580806	0.220880627181729
S4_65768490	4	95	134.858840148608	0.27835552873093
S4_65871492	4	96	135.414965620458	0.881227959280519
S4_65897797	4	97	135.556990829066	0.88758875371756
S4_65941925	4	98	135.795245472876	0.386639568901999
S4_66339784	4	99	137.943354481484	1.16017922434964
S4_66397257	4	100	138.253661070129	0.997805767850403
S4_66582434	4	101	139.253463467176	0.434519912890082
S4_66583792	4	102	139.260795542192	0.362002331920909
S4_66633118	4	103	139.527115079914	0.798674863471456
S4_66633201	4	104	139.527563211156	0.798674863471524
